uid,weibo_id,orinin_link,content,like_num,repost_num,comment_num,create_time,img,raw_img,video_link,content_en
1860563805,Q2Lawk698,https://weibo.cn/comment/Q2LarhCxV?rl=1#cmtfrm,转发了 央视新闻 的微博:【此刻一起转发！#九三盛大阅兵#，致敬胜利！🇨🇳】#阅兵直播# 今天，我们一起纪念#抗战胜利80周年#！5098天、14年浴血奋战，中国人民从不屈服于任何敌人！今天的中国，江山壮丽、人民豪迈，更无惧任何风浪！让我们一起铭记历史，从伟大胜利走向伟大复兴！原图 赞[744475] 原文转发[1000000] 原文评论[123957]转发理由:致往昔、敬未来，愿万里山河永昌，祖国繁荣富强！#阅兵直播##九三盛大阅兵#,222785,26148,30215,09月03日 00:00,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=Q2Lawk698&u=5337,,"Retweeted CCTV News on Weibo: [Retweet it together now! , salute the victory! 🇨🇳】Today, let's celebrate together! After 5098 days and 14 years of bloody struggle, the Chinese people have never succumbed to any enemies! Today's China has magnificent mountains and majestic people, and is not afraid of any wind or waves! Let's remember history together and move from great victory to great revival! Original picture praise [744475] Original text retweet [1000000] Original comment [123957] Retweet Reason: To the past, respect the future, and wish the motherland prosperity and strength!"
1860563805,Q27oDxdUQ,,很开心在特别的日子和大家见面#七夕快乐##罗云熙照片不发会过期#  [组图共9张]原图,1149747,1000000,1000000,08月29日 18:45,https://h5.sinaimg.cn/m/emoticon/icon/default/d_haha-0ec05e6dad.png,https://weibo.cn/mblog/oripic?id=Q27oDxdUQ&u=d_haha-0ec05e6dad,,Very happy to meet everyone on a special day [A total of 9 photos] Original picture
1860563805,Q05p37mRr,,很高兴成为Forevermark永恒印记臻雅代言人。与我一同领略Forevermark永恒印记“极致卓越、不断突破、以至臻匠艺印记时光”的珠宝哲学理念。在无限的时间与空间之中，每个此刻，即为永恒。让我们一起与@Forevermark永恒印记 共赴寰宇璀璨星程，探索无限可能。#Forevermark##Forevermark永恒印记#...全文原图,3406278,1000000,1000000,08月16日 10:00,https://wx2.sinaimg.cn/wap180/0021UJDDgy1i4fgozykjmj628c3j1qvg02.jpg,https://weibo.cn/mblog/oripic?id=Q05p37mRr&u=0021UJDDgy1i4fgozykjmj628c3j1qvg02,,"I am very happy to be the spokesperson for Forevermark's timeless imprint. Join me to experience Forevermark's timeless jewelry philosophy of “imprinting time with ultimate excellence, continuous breakthroughs, and exquisite craftsmanship”. In infinite time and space, every moment is eternal. Let's join @Forevermark永恒印记 on a trip to the bright stars around the world and explore the endless possibilities... Full text original image"
1860563805,PFPvu7kPQ,https://weibo.cn/comment/PFPvkcfW4?rl=1#cmtfrm,转发了 央视新闻 的微博:#日本投降了#【🇨🇳此刻，一起转发！“日本投降矣！”】#日本投降80周年# 80年前的今天，日本宣布无条件投降！14年艰苦卓绝的抗日战争，超3500万同胞伤亡，这一天，值得每一名中国人铭记！今天，一起发条微博，告慰先烈！吾辈自强！#8月15日中国人必须铭记# 央视新闻的微博视频  赞[475770] 原文转发[1000000] 原文评论[69905]转发理由:#日本投降80周年# 历史永远不可忘！#8月15日中国人必须铭记#,138772,18703,15992,08月15日 00:00,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=PFPvu7kPQ&u=5337,https://m.weibo.cn/s/video/show?object_id=1034:5199642535854150&fromWap=1,"Retweeted CCTV News on Weibo: [🇨🇳 At the moment, let's retweet it together! “Japan surrenders!”] 80 years ago today, Japan announced its unconditional surrender! After 14 years of arduous war of resistance against Japan, more than 35 million compatriots were killed and wounded. This day is worth remembering for every Chinese person! Today, let's post a tweet to comfort the martyrs! My generation is self-reliant! CCTV News's Weibo Video Like [475770] Retweet [1000000] Original Comment [69905] Retweet Reason: History will never be forgotten!"
1860563805,PDHKab0q5,https://weibo.cn/comment/PDHwnB24n?rl=1#cmtfrm,转发了 新华社 的微博:【致敬！#锦绣山河有你心安#】今年，是#中国人民解放军建军98周年#。革命先烈们前赴后继、浴血奋战，换来太平盛世；人民子弟兵接续奋斗、捍卫和平，守护万家灯火。今天，一人一句致敬人民子弟兵！#人民军队攻坚制胜#新华社的微博视频  赞[1649977] 原文转发[1000000] 原文评论[110571]转发理由:#锦绣山河有你心安# 八一建军节，致敬人民子弟兵！,238272,41508,26321,08月01日 00:33,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=PDHKab0q5&u=5337,https://m.weibo.cn/s/video/show?object_id=1034:5194640434069599&fromWap=1,"Retweeted Xinhua News Agency's Weibo: [Congratulations!] This year, yes. The revolutionary martyrs went forward and fought with blood in exchange for a peaceful and prosperous era; the People's Child Soldiers continued their struggle, defended peace, and protected the lights of thousands of families. Today, one person and one sentence to pay tribute to the People's Child Soldiers! Xinhua News Agency Weibo Video Like [1649977] Retweet [1000000] Original Comment [110571] Retweet Reason: August 1st Army Day, salute the Children and Soldiers of the People!"
1860563805,PDmwbnOA6,,遇见彩虹遇见你#罗云熙照片不发会过期#  [组图共3张]原图,1085667,1000000,1000000,07月29日 18:31,https://wx1.sinaimg.cn/wap180/0021UJDDgy1i3v29jc2rej62682wb7wh02.jpg,https://weibo.cn/mblog/oripic?id=PDmwbnOA6&u=0021UJDDgy1i3v29jc2rej62682wb7wh02,,"Meet the rainbow, meet you [3 photos in total] Original picture"
1860563805,PDekMfHjs,,今天过得怎么样？和我分享一下吧#夏日青春派对##微博声浪计划##用音频给生活转个场# 罗云熙Leo的微博音频,1027899,1000000,1000000,07月28日 21:41 来自微博音频,https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png,https://weibo.cn/mblog/oripic?id=PDekMfHjs&u=2022_raisehand_org,,How was your day? Share with me the Weibo audio of Leo Luo Yunxi
1860563805,PDaN3udR6,,听说点开语音就会有好运#夏日青春派对##微博声浪计划# 罗云熙Leo的微博音频,1061391,1000000,1000000,07月28日 12:40 来自微博音频,https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png,https://weibo.cn/mblog/oripic?id=PDaN3udR6&u=d_bingbujiandan-9955880b30,,"I heard that if you click on the voice, you'll have good luck Luo Yunxi Leo's Weibo audio"
1860563805,PDaurzhJP,,又一次和大家一起度过了难忘的一天，所有的祝福一并收下，也一并送给你们。  [组图共2张]原图,1299993,1000000,1000000,07月28日 11:54,https://wx3.sinaimg.cn/wap180/0021UJDDgy1i3tl8wbebzj63402c01l302.jpg,https://weibo.cn/mblog/oripic?id=PDaurzhJP&u=0021UJDDgy1i3tl8wbebzj63402c01l302,,"Once again, I spent an unforgettable day with everyone. All the blessings have been received and given to you. [A total of 2 photos] Original picture"
1860563805,PD5OqitQC,,明星动态,1113557,1000000,1000000,07月28日 00:00 来自生日动态,,,,Star News
1860563805,PCT0WpAQm,,大家猜到了吗？[不愧是你]#夏日青春派对##微博声浪计划# 罗云熙Leo的微博音频,1066884,1000000,563593,07月26日 15:25 来自微博音频,,,,Have you guessed it? [Worthy of You] Luo Yun-hee Leo's Weibo Audio
1860563805,PCL3boN10,,想说的话都在语音里了😎#夏日青春派对##微博声浪计划# 罗云熙Leo的微博音频,1014002,1000000,303307,07月25日 19:08 来自微博音频,,,,Everything I wanted to say is in the voice 😎 Luo Yunxi Leo's Weibo audio
1860563805,PCy3zcG1e,,新的一天开始了，愿大家每天都能量满格🔋#夏日青春派对##微博声浪计划# 罗云熙Leo的微博音频,1018005,1000000,570154,07月24日 10:04 来自微博音频,,,,"A new day has begun, and I hope everyone can enjoy it every day 🔋 Luo Yunxi Leo's Weibo Audio"
1860563805,PCrQPdF8O,,最近天气热到融化，大家注意防暑🧊#夏日青春派对##微博声浪计划# 罗云熙Leo的微博音频,1320412,1000000,1000000,07月23日 18:16 来自微博音频,,,,"The weather has melted to the point of heat recently, so be careful to protect yourself from the heat 🧊 Luo Yunxi Leo's Weibo Audio"
1860563805,PzWtW7VQF,https://weibo.cn/comment/PzTPXxxWa?rl=1#cmtfrm,转发了 央视新闻 的微博:#七七事变88周年#【今日，此刻，一起转发，铭记历史！】#1937年7月7日永不敢忘#1️⃣9️⃣3️⃣7️⃣年7️⃣月7️⃣日，七七事变爆发，日本侵略者悍然发动全面侵华战争，这是中国全民族抗战的开端。这一刻，一起缅怀先烈！一起告慰遇难同胞！铭记历史！珍视和平！警示未来！原图 赞[164731] 原文转发[1000000] 原文评论[33141]转发理由:#七七事变88周年##1937年7月7日永不敢忘# 我们永远缅怀先烈、铭记历史。,151690,22583,31777,07月07日 06:43,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=PzWtW7VQF&u=5337,,"Retweeted CCTV News on Weibo: [Today, at this moment, retweet together to remember history!] On January 7, the July 7 Incident broke out when the Japanese invaders blatantly launched an all-out war of aggression against China. This was the beginning of the Chinese nation's war of resistance. ️ ️ ️ ️ ️ ️ At this moment, let's remember the martyrs together! Let's express our condolences to the victims! Remember history! Cherish peace! Warning the future! Original Tuzan [164731] Retweet [1000000] Original Comment [33141] Retweet Reason: We will always remember the martyrs and remember history."
1860563805,PzSA5dhz0,https://weibo.cn/comment/PzSqU8sJt?rl=1#cmtfrm,转发了 人民日报 的微博:【#七七事变纪录片一夜之间#】88年了，卢沟桥的硝烟虽已消散，那些不屈的抗争，永远定格。#勿忘19370707#，人民日报新媒体推出纪录片《一夜之间》，镜头画面中，是先辈用生命写下的抗战史诗。这一天，铭刻在每个中国人的血脉里，不敢忘、不能忘。缅怀先烈，吾辈自强！#七七事变88年了#...全文 赞[313894] 原文转发[1000000] 原文评论[31018]转发理由:#七七事变纪录片一夜之间# 每一帧画面都在提醒我们#勿忘19370707#，铭记是对先烈最好的告慰，更是对和平最坚定的守护。,138939,25326,19772,07月06日 20:48,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=PzSA5dhz0&u=5337,,"Retweeted on People's Daily's Weibo: [] It's been 88 years, and even though the smoke from Lugou Bridge has dissipated, those indomitable protests will stay on hold forever. People's Daily New Media launched the documentary “Overnight”. The footage shows an epic war of resistance written by our ancestors with their lives. This day is engraved in the blood of every Chinese person. It is hard to forget and must not be forgotten. Remembering the martyrs, our generation is self-reliant!... Full Article Like [313894] Original Retweet [1000000] Original Comment [31018] Retweet Reason: Every frame reminds us that remembering is the best comfort for the martyrs and the strongest protection for peace."
1860563805,PwjjzdBi4,,#魅影神捕开机# 谜案生，暗影现。以身入局，以血为棋，青阳神捕黎斯，落子！#魅影神捕#  [组图共2张]原图,1071448,1000000,1000000,06月13日 09:30,https://wx1.sinaimg.cn/wap180/0021UJDDgy1i2dexdjpc1j6bc26b6b2o02.jpg,https://weibo.cn/mblog/oripic?id=PwjjzdBi4&u=0021UJDDgy1i2dexdjpc1j6bc26b6b2o02,,"Mysteries, shadows appear. Using one's body to enter the game, and using blood as chess, Qingyang God captures Ris, and they land! [A total of 2 photos] Original picture"
1860563805,Puva29Zxc,,撕啦📸庆祝好事成3️⃣ （儿童节+妈妈生日+演唱会一周年）#罗云熙照片不发会过期##有事回童年一趟#  [组图共6张]原图,1105931,1000000,1000000,06月01日 11:59,https://wx3.sinaimg.cn/wap180/0021UJDDly1i1zp1dxa6kj63433x11ky02.jpg,https://weibo.cn/mblog/oripic?id=Puva29Zxc&u=0021UJDDly1i1zp1dxa6kj63433x11ky02,,Tear it up 📸 Celebrate something good as 3 ️ (Children's Day+Mom's Birthday+1st anniversary of the concert) [6 photos in total] Original picture
1860563805,PupDJrOu3,,在峡谷过了个端午节，开心 #罗云熙照片不发会过期##端午包好的#  [组图共9张]原图,1054926,1000000,1000000,05月31日 21:55,https://h5.sinaimg.cn/m/emoticon/icon/default/d_ku-774d16f5ce.png,https://weibo.cn/mblog/oripic?id=PupDJrOu3&u=d_ku-774d16f5ce,,"Had a Dragon Boat Festival in the canyon, happy [9 photos in total] Original picture"
1860563805,PsERuCmNW,,状态，是被认真呵护后的反馈。这一次，为@SHISEIDO资生堂官方微博 悦薇选品，我选择体验、亲选臻品➡️网页链接 作为首席选品官，只为选出真正有效、光感爆嘭的高质量胶原。面对自己的每一面，我希望始终清醒、坚定，也柔软有光。#京东超级星粉日#第二代资生堂#悦薇水乳#¹...全文,1165085,1000000,1000000,05月20日 09:00 来自微博视频号,,,,"Status is feedback after being carefully cared for. This time, to select products for @SHISEIDO资生堂官方微博 Yue Wei, I chose the Experience and Personally Selected Products ➡️ website link as the chief product selection officer, just to select high-quality collagen that is really effective and has an amazing sense of light. Facing every aspect of myself, I want to always be clear, determined, and soft and light. Second generation Shiseido¹... full text"
1860563805,PswvMak8d,https://weibo.cn/comment/PswhB7fMz?rl=1#cmtfrm,转发了 包上恩 的微博:#韶华若锦今日开播# 大显桃花传递员明檀今日上线，心动桃花请接👉#韶华若锦#原图 赞[26687] 原文转发[322411] 原文评论[2327]转发理由:都来看小小姐明檀#韶华若锦今日开播#,157268,20065,115461,05月19日 11:44,https://h5.sinaimg.cn/upload/2016/05/26/319/5338.gif,https://weibo.cn/mblog/oripic?id=PswvMak8d&u=5338,,"Retweeted Bao Shangen's Weibo: Daxian Peach Blossom messenger Ming Tan is online today. If you are excited, please pick it up 👉 Like [26687] Retweet the original text [322411] Original comment [2327] Reason for retweeting: Let's all watch Miss Ming Tan"
1860563805,PrXbYwxrm,,今日主题：💧🐉🎶#罗云熙照片不发会过期##心动来电#  [组图共6张]原图,1058204,1000000,1000000,05月15日 17:50,https://wx1.sinaimg.cn/wap180/0021UJDDgy1i1gb51z82cj62lp3gx4qt02.jpg,https://weibo.cn/mblog/oripic?id=PrXbYwxrm&u=0021UJDDgy1i1gb51z82cj62lp3gx4qt02,,Today's theme: 💧🐉🎶 [6 photos in total] Original picture
1860563805,PrTVcblb3,,#水龙吟龙啸神州版海报# 绫罗剑意汇侠气，龙潜渊底动八荒。群侠荟萃，唐俪辞恭迎诸君！#水龙吟#  [组图共2张]原图,1039354,1000000,1000000,05月15日 09:30,https://wx1.sinaimg.cn/wap180/0021UJDDgy1i1fx8j81bpj6hwp5m9b2u02.jpg,https://weibo.cn/mblog/oripic?id=PrTVcblb3&u=0021UJDDgy1i1fx8j81bpj6hwp5m9b2u02,,"Ling Luo Sword is chivalrous, and dragons invent eight wilds from the depths. A group of heroes gathered, and Tang Liqi greeted everyone! [A total of 2 photos] Original picture"
1860563805,PrTMTc7vi,https://weibo.cn/comment/PrTGO5WZV?rl=1#cmtfrm,转发了 电视剧水龙吟 的微博:#水龙吟首支片花# #水龙吟# 玄侠江湖版片花上线！“身为怪物，有多么珍视被救赎？”世人只惧他以音为刃夺命无形，却不知那血色旋律里，藏着江湖未敢探问的侠义柔肠。亦正亦邪间翻手为云，逆命改棋时覆手为雨，肆意恩仇，且听长啸龙吟！#2025芒果领鲜大会#领衔主演：唐俪辞@罗云熙Leo领衔男主演：...全文 赞[94136] 原文转发[307501] 原文评论[12307]转发理由:#水龙吟首支片花# 眸映往生，绫覆风云，且看唐俪辞落子定乾坤！#水龙吟#,1002290,229137,1000000,05月15日 09:10,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=PrTMTc7vi&u=5337,,"Retweeted the TV drama Shui Long Yin on Weibo: Xuanxia Jianghu Edition is online! “As a monster, how much do you value being saved?” The world is only afraid that he will use sound as a blade to die out of sight, yet they don't know that scarce melody harbors chivalry and softness that Jianghu has never dared to explore. There is a gap between right and wrong, and when they change chess against their lives, they turn their hands in the rain, indulge in favors and feud, and listen to the long howling of the dragon! Leading Starring: Tang Liqi @罗云熙Leo领衔男主演:... Like the full article [94136] Retweeted [307501] Original review [12307] Reason for retweet: Looking back at life, covering the situation, and watching Tang Li's death determine the fate of the future!"
1860563805,PrOq4p4pG,,最佳观景位返图来了 @张杰 就是帅气！  [组图共10张]原图,1031792,1000000,1000000,05月14日 19:30,https://h5.sinaimg.cn/m/emoticon/icon/default/d_ku-774d16f5ce.png,https://weibo.cn/mblog/oripic?id=PrOq4p4pG&u=d_ku-774d16f5ce,,The best viewpoint return map is here @张杰 is just handsome! [10 photos in total] Original picture
1860563805,PrnUdephN,https://weibo.cn/comment/PrnUa0BnD?rl=1#cmtfrm,转发了 央视新闻 的微博:【一起转发！#他们用行动证明没什么能打垮中国人#🇨🇳】2008年#5月12日14时28分#，四川汶川发生8.0级地震。15名空降兵临危受命，在无地面指挥引导、无地面标识、无气象资料的情况下，从近5000米高空舍命盲跳，打开空中救援通道↓↓#汶川大地震17周年#，重温这段视频，致敬英雄！...全文 赞[164318] 原文转发[1000000] 原文评论[26661]转发理由:#汶川大地震17周年# 缅怀同胞，致敬新生，祝福汶川！#5月12日14时28分#,153770,22302,15379,05月12日 00:00,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,https://weibo.cn/mblog/oripic?id=PrnUdephN&u=5337,,"Retweeted CCTV News on Weibo: [Retweet it together! 🇨🇳] In 2008, an 8.0 magnitude earthquake occurred in Wenchuan, Sichuan. Fifteen airborne soldiers were put on duty. Without ground command and guidance, no ground signs, and no meteorological data, they lost their lives and made a blind jump from an altitude of nearly 5,000 meters to open the air rescue channel ↓ ↓ to relive this video and pay tribute to the heroes!... Full Article Praise [164318] Original Retweet [1000000] Original Comment [26661] Retweet Reason: Remember our compatriots, pay tribute to new students, and bless Wenchuan!"
1860563805,Prnfw7BLH,,气氛组来了 罗云熙Leo的微博视频,1038537,1000000,1000000,05月11日 22:19 来自微博视频号,https://h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-643ef6e48d.png,https://weibo.cn/mblog/oripic?id=Prnfw7BLH&u=d_xixi-643ef6e48d,https://m.weibo.cn/s/video/show?object_id=1034:5165241974325303&fromWap=1,Atmosphere Group is here for Lo Yun-hee Leo's Weibo video
